GroupID,Segment,Person.1,Person.2,LSM,WC.Person.1,WC.Person.2,ppron.Person.1,ppron.Person.2,ipron.Person.1,ipron.Person.2,article.Person.1,article.Person.2,prep.Person.1,prep.Person.2,negate.Person.1,negate.Person.2,adverb.Person.1,adverb.Person.2,auxverb.Person.1,auxverb.Person.2,conj.Person.1,conj.Person.2
gpt-4o_prompt3_debate14_3,1,human,agent,0.41,20,239,20,0.42,0,4.18,5,5.44,20,13.39,5,0.42,5,2.93,10,4.18,0,8.37
gpt-4o_prompt3_debate14_4,1,human,agent,0.36,20,261,20,0.38,0,3.45,5,5.75,20,14.18,5,0,5,1.92,10,3.83,0,8.43
gpt-4o_prompt3_debate14_5,1,human,agent,0.36,20,265,20,0.38,0,3.4,5,6.42,20,13.96,5,0,5,2.64,10,3.02,0,8.3
gpt-4o_prompt4_debate14_1,1,human,agent,0.30,13,173,0,1.16,0,4.62,15.38,5.78,15.38,14.45,0,0.58,0,4.05,7.69,5.78,0,7.51
gpt-4o_prompt4_debate14_2,1,human,agent,0.43,20,236,20,2.12,0,4.24,5,5.08,20,12.29,5,0.42,5,1.69,10,7.63,0,7.2
gpt-4o_prompt4_debate14_3,1,human,agent,0.46,20,215,20,1.4,0,3.72,5,3.26,20,13.95,5,0.47,5,3.72,10,8.37,0,6.05
gpt-4o_prompt4_debate14_4,1,human,agent,0.46,20,233,20,2.15,0,3.43,5,5.58,20,13.73,5,0.43,5,3,10,6.87,0,6.44
gpt-4o_prompt4_debate14_5,1,human,agent,0.45,20,233,20,1.29,0,6.87,5,5.58,20,12.45,5,0.43,5,3.43,10,6.87,0,7.3
gpt-4o_prompt0_debate15_1,1,human,agent,0.31,10,269,0,1.12,0,3.72,10,4.46,10,10.04,0,0.37,0,4.09,10,7.43,0,7.06
gpt-4o_prompt0_debate15_2,1,human,agent,0.41,20,264,20,0.38,0,3.41,5,4.55,20,12.88,5,0.38,5,2.65,10,4.92,0,7.2
gpt-4o_prompt0_debate15_3,1,human,agent,0.39,20,229,20,0.44,0,3.06,5,4.8,20,11.35,5,0.44,5,2.62,10,3.49,0,8.3
gpt-4o_prompt0_debate15_4,1,human,agent,0.39,20,238,20,0,0,3.78,5,4.2,20,12.18,5,0.42,5,2.1,10,5.04,0,7.98
gpt-4o_prompt0_debate15_5,1,human,agent,0.36,20,230,20,0,0,3.04,5,4.78,20,11.74,5,0.43,5,1.3,10,4.35,0,8.26
gpt-4o_prompt1_debate15_1,1,human,agent,0.31,10,305,0,0.33,0,2.62,10,4.59,10,10.49,0,0.33,0,2.3,10,7.21,0,9.18
gpt-4o_prompt1_debate15_2,1,human,agent,0.38,20,241,20,0.41,0,5.81,5,7.47,20,11.62,5,0.83,5,1.66,10,4.98,0,8.71
gpt-4o_prompt1_debate15_3,1,human,agent,0.41,20,241,20,0.41,0,3.73,5,6.64,20,12.45,5,0.41,5,3.32,10,4.98,0,7.47
gpt-4o_prompt1_debate15_4,1,human,agent,0.37,20,246,20,0,0,4.07,5,6.91,20,12.2,5,0.41,5,1.63,10,6.1,0,7.72
gpt-4o_prompt1_debate15_5,1,human,agent,0.40,20,240,20,0,0,4.17,5,7.08,20,11.67,5,0.83,5,2.08,10,6.67,0,7.08
gpt-4o_prompt2_debate15_1,1,human,agent,0.30,10,119,0,2.52,0,2.52,10,8.4,10,11.76,0,0.84,0,2.52,10,4.2,0,5.88
gpt-4o_prompt2_debate15_2,1,human,agent,0.46,20,240,20,1.25,0,6.67,5,7.08,20,10.42,5,1.67,5,3.33,10,6.25,0,7.92
gpt-4o_prompt2_debate15_3,1,human,agent,0.47,20,246,20,3.66,0,5.69,5,6.1,20,9.76,5,1.22,5,3.66,10,5.28,0,8.54
gpt-4o_prompt2_debate15_4,1,human,agent,0.44,20,247,20,2.43,0,6.48,5,6.48,20,10.93,5,1.62,5,1.62,10,5.67,0,6.88
gpt-4o_prompt2_debate15_5,1,human,agent,0.41,20,246,20,3.25,0,5.69,5,7.32,20,11.79,5,0.81,5,2.03,10,4.47,0,7.72
gpt-4o_prompt3_debate15_1,1,human,agent,0.42,10,323,0,0.62,0,1.86,10,4.33,10,10.53,0,0,0,2.17,10,6.5,0,8.67
gpt-4o_prompt3_debate15_2,1,human,agent,0.42,20,246,20,0.41,0,3.66,5,4.47,20,10.57,5,0.81,5,3.25,10,4.88,0,7.72
gpt-4o_prompt3_debate15_3,1,human,agent,0.42,20,237,20,0.42,0,4.22,5,3.38,20,10.97,5,0.84,5,3.8,10,4.64,0,7.17
gpt-4o_prompt3_debate15_4,1,human,agent,0.42,20,237,20,0.42,0,3.8,5,3.8,20,11.81,5,0.84,5,3.38,10,4.22,0,7.59
gpt-4o_prompt3_debate15_5,1,human,agent,0.41,20,226,20,0.44,0,3.98,5,3.1,20,10.62,5,0.88,5,3.98,10,4.42,0,7.52
gpt-4o_prompt4_debate15_1,1,human,agent,0.33,10,95,0,2.11,0,4.21,10,9.47,10,12.63,0,1.05,0,2.11,10,6.32,0,3.16
gpt-4o_prompt4_debate15_2,1,human,agent,0.50,20,219,20,3.2,0,5.94,5,6.85,20,12.33,5,1.83,5,3.2,10,6.39,0,5.48
gpt-4o_prompt4_debate15_3,1,human,agent,0.44,20,227,20,2.64,0,6.17,5,7.49,20,11.01,5,0.88,5,2.2,10,7.49,0,5.73
gpt-4o_prompt4_debate15_4,1,human,agent,0.44,20,232,20,2.16,0,4.31,5,7.33,20,12.93,5,0.86,5,2.59,10,6.47,0,5.6
gpt-4o_prompt4_debate15_5,1,human,agent,0.44,20,212,20,2.36,0,6.6,5,5.66,20,10.85,5,0.94,5,1.89,10,7.08,0,6.6
gpt-4o_prompt0_debate16_1,1,human,agent,0.57,12,243,0,0,0,3.29,8.33,5.76,8.33,9.88,0,0,0,1.65,8.33,5.76,0,8.64
gpt-4o_prompt0_debate16_2,1,human,agent,0.38,20,247,20,0,0,3.64,5,6.48,20,10.53,5,0.4,5,2.83,10,4.05,0,8.1
gpt-4o_prompt0_debate16_3,1,human,agent,0.32,20,235,20,0.43,0,2.13,5,7.23,20,9.79,5,0,5,1.28,10,5.11,0,8.94
gpt-4o_prompt0_debate16_4,1,human,agent,0.38,20,257,20,0,0,3.89,5,5.84,20,10.51,5,0,5,2.72,10,5.45,0,8.56
gpt-4o_prompt0_debate16_5,1,human,agent,0.35,20,272,20,0.37,0,2.57,5,6.99,20,11.4,5,0,5,1.84,10,4.78,0,8.09
gpt-4o_prompt1_debate16_1,1,human,agent,0.34,12,302,0,0.33,0,4.64,8.33,5.63,8.33,10.6,0,0.33,0,3.64,8.33,8.28,0,8.28
gpt-4o_prompt1_debate16_2,1,human,agent,0.37,20,238,20,0,0,3.36,5,5.88,20,10.08,5,0.42,5,1.26,10,6.72,0,8.82
gpt-4o_prompt1_debate16_3,1,human,agent,0.38,20,246,20,0.41,0,4.07,5,6.5,20,9.76,5,0.41,5,2.03,10,5.69,0,8.54
gpt-4o_prompt1_debate16_4,1,human,agent,0.41,20,257,20,0.78,0,3.5,5,5.84,20,10.89,5,0.78,5,2.33,10,5.45,0,7.39
gpt-4o_prompt1_debate16_5,1,human,agent,0.40,20,268,20,0.37,0,4.1,5,7.46,20,9.7,5,0.75,5,2.61,10,6.34,0,8.58
gpt-4o_prompt2_debate16_1,1,human,agent,0.32,12,185,0,2.7,0,5.41,8.33,5.95,8.33,11.89,0,1.08,0,4.32,8.33,7.03,0,6.49
gpt-4o_prompt2_debate16_2,1,human,agent,0.49,20,233,20,2.58,0,5.58,5,5.15,20,9.44,5,1.29,5,3.43,10,6.87,0,7.73
gpt-4o_prompt2_debate16_3,1,human,agent,0.45,20,235,20,1.7,0,4.26,5,5.96,20,9.79,5,0.85,5,3.83,10,5.96,0,8.09
gpt-4o_prompt2_debate16_4,1,human,agent,0.40,20,241,20,2.49,0,4.15,5,6.64,20,12.03,5,0,5,2.49,10,5.39,0,7.05
gpt-4o_prompt2_debate16_5,1,human,agent,0.43,20,262,20,1.91,0,3.44,5,5.73,20,12.21,5,0.38,5,1.91,10,7.25,0,8.4
gpt-4o_prompt3_debate16_1,1,human,agent,0.32,12,297,0,0.67,0,2.69,8.33,5.72,8.33,12.12,0,0.34,0,2.69,8.33,6.73,0,6.06
gpt-4o_prompt3_debate16_2,1,human,agent,0.40,20,246,20,0.41,0,3.66,5,6.5,20,10.57,5,0.41,5,2.85,10,6.1,0,7.32
gpt-4o_prompt3_debate16_3,1,human,agent,0.41,20,244,20,0.82,0,3.28,5,7.38,20,10.66,5,0.82,5,2.87,10,4.92,0,8.61
gpt-4o_prompt3_debate16_4,1,human,agent,0.40,20,247,20,0.81,0,3.24,5,6.48,20,10.93,5,0.81,5,2.83,10,4.05,0,8.91
gpt-4o_prompt3_debate16_5,1,human,agent,0.41,20,240,20,0.42,0,2.92,5,7.5,20,11.67,5,0.83,5,2.92,10,5.42,0,7.92
gpt-4o_prompt4_debate16_1,1,human,agent,0.32,12,219,0,1.37,0,6.39,8.33,5.48,8.33,12.33,0,0.46,0,3.2,8.33,8.68,0,5.02
gpt-4o_prompt4_debate16_2,1,human,agent,0.45,20,231,20,2.16,0,6.49,5,5.19,20,9.09,5,0.43,5,3.03,10,7.79,0,7.79
gpt-4o_prompt4_debate16_3,1,human,agent,0.41,20,236,20,1.69,0,6.36,5,5.93,20,10.59,5,0.42,5,2.12,10,6.36,0,8.47
gpt-4o_prompt4_debate16_4,1,human,agent,0.43,20,246,20,2.03,0,6.1,5,5.28,20,9.35,5,0.41,5,2.44,10,7.72,0,7.72
gpt-4o_prompt4_debate16_5,1,human,agent,0.42,20,247,20,2.02,0,6.88,5,5.67,20,10.93,5,0.4,5,2.02,10,6.88,0,7.29
gpt-4o_prompt0_debate17_1,1,human,agent,0.20,10,171,0,0.58,0,4.68,0,5.85,10,12.87,0,0.58,0,2.34,10,5.85,0,7.02
gpt-4o_prompt0_debate17_2,1,human,agent,0.39,20,226,20,1.33,0,5.75,5,3.98,20,11.5,5,0.44,5,1.77,10,5.31,0,8.85
gpt-4o_prompt0_debate17_3,1,human,agent,0.39,20,222,20,0.9,0,4.95,5,4.95,20,14.41,5,0.45,5,1.35,10,4.05,0,8.11
gpt-4o_prompt0_debate17_4,1,human,agent,0.39,20,216,20,0.93,0,5.09,5,5.09,20,12.5,5,0.46,5,1.85,10,4.17,0,8.33
gpt-4o_prompt0_debate17_5,1,human,agent,0.37,20,225,20,1.33,0,5.78,5,4.44,20,12.44,5,0.44,5,0.89,10,5.33,0,8.44
gpt-4o_prompt1_debate17_1,1,human,agent,0.21,10,196,0,1.53,0,6.63,0,4.59,10,12.24,0,0.51,0,3.57,10,6.63,0,6.12
gpt-4o_prompt1_debate17_2,1,human,agent,0.44,20,229,20,2.62,0,5.24,5,3.93,20,12.23,5,0.44,5,3.06,10,5.68,0,7.86
gpt-4o_prompt1_debate17_3,1,human,agent,0.45,20,237,20,2.11,0,6.33,5,4.64,20,12.24,5,0.42,5,2.95,10,6.75,0,6.75
gpt-4o_prompt1_debate17_4,1,human,agent,0.45,20,243,20,2.06,0,4.94,5,4.12,20,13.17,5,0.82,5,2.47,10,6.17,0,7
gpt-4o_prompt1_debate17_5,1,human,agent,0.48,20,242,20,2.48,0,6.61,5,5.37,20,12.4,5,0.83,5,3.72,10,6.2,0,6.61
gpt-4o_prompt2_debate17_1,1,human,agent,0.19,10,109,0,2.75,0,5.5,0,5.5,10,12.84,0,0.92,0,4.59,10,4.59,0,6.42
gpt-4o_prompt2_debate17_2,1,human,agent,0.47,20,239,20,3.35,0,6.69,5,4.6,20,11.72,5,0.42,5,3.77,10,6.28,0,7.53
gpt-4o_prompt2_debate17_3,1,human,agent,0.46,20,230,20,3.48,0,6.52,5,5.22,20,11.74,5,0.87,5,2.61,10,5.22,0,7.39
gpt-4o_prompt2_debate17_4,1,human,agent,0.49,20,221,20,3.62,0,6.79,5,4.98,20,12.22,5,0.45,5,4.98,10,4.98,0,8.14
gpt-4o_prompt2_debate17_5,1,human,agent,0.40,20,233,20,2.58,0,7.3,5,3.43,20,12.02,5,0,5,2.58,10,5.58,0,9.01
gpt-4o_prompt3_debate17_1,1,human,agent,0.21,10,216,0,3.24,0,6.02,0,2.78,10,12.96,0,1.39,0,4.17,10,6.94,0,6.02
gpt-4o_prompt3_debate17_2,1,human,agent,0.47,20,216,20,2.31,0,5.56,5,4.17,20,11.11,5,0.93,5,4.17,10,5.56,0,7.87
gpt-4o_prompt3_debate17_3,1,human,agent,0.45,20,237,20,0,0,5.49,5,6.33,20,12.66,5,0.84,5,3.8,10,6.33,0,8.44
gpt-4o_prompt3_debate17_4,1,human,agent,0.44,20,234,20,1.71,0,4.27,5,6.41,20,14.1,5,0.85,5,2.56,10,5.56,0,5.98
gpt-4o_prompt3_debate17_5,1,human,agent,0.41,20,238,20,1.26,0,5.88,5,5.46,20,13.87,5,0.42,5,2.1,10,5.04,0,6.72
gpt-4o_prompt4_debate17_1,1,human,agent,0.31,10,109,0,1.83,0,4.59,0,5.5,10,13.76,0,0,0,3.67,10,4.59,0,7.34
gpt-4o_prompt4_debate17_2,1,human,agent,0.50,20,229,20,3.93,0,5.24,5,4.8,20,12.66,5,0.87,5,3.93,10,5.68,0,6.55
gpt-4o_prompt4_debate17_3,1,human,agent,0.45,20,241,20,3.32,0,6.64,5,2.49,20,12.03,5,0.83,5,2.9,10,7.88,0,8.71
gpt-4o_prompt4_debate17_4,1,human,agent,0.49,20,244,20,3.69,0,5.33,5,5.33,20,12.3,5,0.82,5,3.28,10,6.56,0,7.79
gpt-4o_prompt4_debate17_5,1,human,agent,0.48,20,237,20,4.22,0,7.17,5,4.64,20,13.5,5,0.42,5,2.95,10,6.75,0,6.33
gpt-4o_prompt0_debate18_1,1,human,agent,0.40,12,265,0,0.38,0,4.15,8.33,5.28,8.33,10.19,0,1.51,8.33,5.28,8.33,5.28,0,7.55
gpt-4o_prompt0_debate18_2,1,human,agent,0.41,20,223,20,0.9,0,3.59,5,7.62,20,12.11,5,0.9,5,3.59,10,3.14,0,7.62
gpt-4o_prompt0_debate18_3,1,human,agent,0.43,20,221,20,0,0,5.43,5,7.24,20,12.22,5,1.36,5,4.52,10,3.17,0,6.79
gpt-4o_prompt0_debate18_4,1,human,agent,0.38,20,233,20,0,0,3.86,5,6.87,20,13.3,5,1.29,5,2.15,10,2.58,0,6.87
gpt-4o_prompt0_debate18_5,1,human,agent,0.41,20,238,20,0,0,4.62,5,7.14,20,12.61,5,1.26,5,2.94,10,3.36,0,6.72
gpt-4o_prompt1_debate18_1,1,human,agent,0.39,12,260,0,0.77,0,3.85,8.33,5,8.33,12.31,0,0.77,8.33,5.38,8.33,5.38,0,5.38
gpt-4o_prompt1_debate18_2,1,human,agent,0.46,20,235,20,0.85,0,2.55,5,4.26,20,11.49,5,1.28,5,5.11,10,3.83,0,6.38
gpt-4o_prompt1_debate18_3,1,human,agent,0.46,20,254,20,0.79,0,3.54,5,4.33,20,11.42,5,0.79,5,5.12,10,5.51,0,6.3
gpt-4o_prompt1_debate18_4,1,human,agent,0.47,20,265,20,0.75,0,3.77,5,4.91,20,12.45,5,0.75,5,4.15,10,6.04,0,5.66
gpt-4o_prompt1_debate18_5,1,human,agent,0.46,20,255,20,0.78,0,3.53,5,4.31,20,11.37,5,0.78,5,4.71,10,5.49,0,6.27
gpt-4o_prompt2_debate18_1,1,human,agent,0.41,12,83,0,2.41,0,6.02,8.33,7.23,8.33,12.05,0,1.2,8.33,4.82,8.33,6.02,0,4.82
gpt-4o_prompt2_debate18_2,1,human,agent,0.46,20,250,20,2,0,4,5,4.8,20,14.4,5,0.4,5,4.8,10,4,0,8
gpt-4o_prompt2_debate18_3,1,human,agent,0.45,20,227,20,3.08,0,3.96,5,4.41,20,13.66,5,0.44,5,2.64,10,5.73,0,7.05
gpt-4o_prompt2_debate18_4,1,human,agent,0.47,20,240,20,4.17,0,4.17,5,5.83,20,12.92,5,0.42,5,3.75,10,5,0,5.83
gpt-4o_prompt2_debate18_5,1,human,agent,0.45,20,250,20,3.2,0,4.4,5,5.2,20,12.4,5,0.4,5,3.6,10,4.4,0,6
gpt-4o_prompt3_debate18_1,1,human,agent,0.37,12,290,0,1.72,0,3.79,8.33,5.17,8.33,12.41,0,1.03,8.33,4.48,8.33,4.48,0,6.55
gpt-4o_prompt3_debate18_2,1,human,agent,0.45,20,250,20,1.6,0,4.8,5,7.6,20,11.6,5,1.2,5,5.2,10,4,0,7.6
gpt-4o_prompt3_debate18_3,1,human,agent,0.45,20,242,20,1.24,0,5.37,5,7.02,20,11.57,5,1.24,5,4.13,10,4.13,0,7.44
gpt-4o_prompt3_debate18_4,1,human,agent,0.46,20,247,20,1.62,0,5.67,5,6.48,20,11.34,5,1.21,5,4.45,10,4.05,0,7.29
gpt-4o_prompt3_debate18_5,1,human,agent,0.43,20,247,20,1.21,0,6.07,5,7.29,20,11.34,5,0.81,5,4.05,10,4.05,0,6.48
gpt-4o_prompt4_debate18_1,1,human,agent,0.40,12,126,0,1.59,0,3.17,8.33,6.35,8.33,10.32,0,1.59,8.33,4.76,8.33,4.76,0,9.52
gpt-4o_prompt4_debate18_2,1,human,agent,0.46,20,226,20,2.21,0,5.75,5,4.42,20,11.06,5,0.88,5,6.64,10,4.87,0,6.64
gpt-4o_prompt4_debate18_3,1,human,agent,0.47,20,245,20,3.27,0,3.67,5,5.71,20,13.47,5,0.82,5,4.49,10,3.67,0,5.71
gpt-4o_prompt4_debate18_4,1,human,agent,0.48,20,244,20,3.28,0,3.28,5,6.15,20,13.93,5,0.82,5,3.69,10,5.33,0,6.56
gpt-4o_prompt4_debate18_5,1,human,agent,0.46,20,229,20,3.06,0,4.37,5,3.93,20,12.23,5,0.87,5,4.37,10,3.49,0,7.42
gpt-4o_prompt0_debate19_1,1,human,agent,0.44,16,289,0,0.69,0,3.11,6.25,4.84,6.25,11.42,0,1.04,0,2.08,6.25,6.57,6.25,5.88
gpt-4o_prompt0_debate19_2,1,human,agent,0.43,20,243,20,0.41,0,4.94,5,4.12,20,12.35,5,0.82,5,3.29,10,4.94,0,6.58
gpt-4o_prompt0_debate19_3,1,human,agent,0.38,20,237,20,0,0,4.22,5,4.64,20,15.19,5,0.42,5,2.53,10,2.53,0,7.59
gpt-4o_prompt0_debate19_4,1,human,agent,0.38,20,233,20,0,0,4.29,5,4.29,20,14.16,5,0.43,5,2.58,10,3,0,7.3
gpt-4o_prompt0_debate19_5,1,human,agent,0.38,20,233,20,0,0,4.29,5,4.29,20,14.16,5,0.43,5,2.58,10,3,0,7.3
gpt-4o_prompt1_debate19_1,1,human,agent,0.41,16,308,0,1.62,0,2.27,6.25,3.9,6.25,12.01,0,0.65,0,2.92,6.25,6.82,6.25,4.87
gpt-4o_prompt1_debate19_2,1,human,agent,0.41,20,246,20,1.22,0,4.07,5,5.69,20,11.79,5,0,5,3.25,10,5.69,0,5.28
gpt-4o_prompt1_debate19_3,1,human,agent,0.36,20,244,20,0.82,0,3.28,5,5.74,20,12.7,5,0,5,2.05,10,3.69,0,7.38
gpt-4o_prompt1_debate19_4,1,human,agent,0.37,20,244,20,1.23,0,3.28,5,5.33,20,11.89,5,0,5,2.05,10,4.1,0,6.56
gpt-4o_prompt1_debate19_5,1,human,agent,0.37,20,243,20,0.82,0,3.29,5,5.76,20,11.93,5,0,5,2.06,10,4.12,0,7
gpt-4o_prompt2_debate19_1,1,human,agent,0.57,16,117,0,1.71,0,3.42,6.25,5.98,6.25,10.26,0,0,0,2.56,6.25,7.69,6.25,7.69
gpt-4o_prompt2_debate19_2,1,human,agent,0.47,20,247,20,2.02,0,5.67,5,6.48,20,12.55,5,0.81,5,4.05,10,6.48,0,6.48
gpt-4o_prompt2_debate19_3,1,human,agent,0.42,20,246,20,1.22,0,4.47,5,6.5,20,10.16,5,0.41,5,4.07,10,4.47,0,6.91
gpt-4o_prompt2_debate19_4,1,human,agent,0.44,20,239,20,0.84,0,4.6,5,5.86,20,10.46,5,0.84,5,2.93,10,6.28,0,8.79
gpt-4o_prompt2_debate19_5,1,human,agent,0.43,20,240,20,1.67,0,3.75,5,5.83,20,10.83,5,0.42,5,3.75,10,5,0,7.92
gpt-4o_prompt3_debate19_1,1,human,agent,0.42,16,363,0,1.1,0,3.86,6.25,3.58,6.25,10.74,0,1.1,0,3.03,6.25,7.99,6.25,6.06
gpt-4o_prompt3_debate19_2,1,human,agent,0.40,20,235,20,0.43,0,3.4,5,5.11,20,13.19,5,0.43,5,2.98,10,3.4,0,5.96
gpt-4o_prompt3_debate19_3,1,human,agent,0.36,20,248,20,0.81,0,4.03,5,6.05,20,11.69,5,0,5,2.02,10,4.44,0,7.66
gpt-4o_prompt3_debate19_4,1,human,agent,0.37,20,244,20,0.41,0,4.1,5,4.92,20,14.75,5,0.41,5,1.23,10,3.69,0,5.74
gpt-4o_prompt3_debate19_5,1,human,agent,0.36,20,240,20,0,0,4.17,5,5.42,20,15,5,0,5,1.67,10,3.75,0,7.08
gpt-4o_prompt4_debate19_1,1,human,agent,0.43,16,104,0,0.96,0,3.85,6.25,4.81,6.25,9.62,0,0.96,0,2.88,6.25,8.65,6.25,5.77
gpt-4o_prompt4_debate19_2,1,human,agent,0.48,20,248,20,1.21,0,4.84,5,6.05,20,12.1,5,0.81,5,4.84,10,6.85,0,5.24
gpt-4o_prompt4_debate19_3,1,human,agent,0.50,20,242,20,1.24,0,5.37,5,5.37,20,12.4,5,1.24,5,4.55,10,6.61,0,7.85
gpt-4o_prompt4_debate19_4,1,human,agent,0.40,20,258,20,1.16,0,5.04,5,7.75,20,13.57,5,0.39,5,3.1,10,4.26,0,5.43
gpt-4o_prompt4_debate19_5,1,human,agent,0.42,20,246,20,1.63,0,5.28,5,7.32,20,12.2,5,0.41,5,3.25,10,5.28,0,5.28
gpt-4o_prompt0_debate2_1,1,human,agent,0.41,15,322,0,1.55,0,2.48,13.33,4.35,13.33,11.49,0,0.62,0,2.8,6.67,6.83,6.67,9.01
gpt-4o_prompt0_debate2_2,1,human,agent,0.45,20,215,20,1.86,0,1.86,5,4.19,20,13.49,5,0,5,4.65,10,6.51,0,10.23
gpt-4o_prompt0_debate2_3,1,human,agent,0.40,20,219,20,1.37,0,1.83,5,3.2,20,15.53,5,0,5,3.65,10,4.11,0,9.13
gpt-4o_prompt0_debate2_4,1,human,agent,0.41,20,204,20,0.98,0,1.96,5,3.43,20,15.2,5,0,5,3.92,10,4.9,0,9.31
gpt-4o_prompt0_debate2_5,1,human,agent,0.49,20,228,20,1.32,0,2.63,5,4.82,20,12.72,5,0.88,5,6.14,10,7.02,0,7.89
gpt-4o_prompt1_debate2_1,1,human,agent,0.43,15,381,0,2.1,0,3.41,13.33,6.04,13.33,12.07,0,0.26,0,2.89,6.67,8.4,6.67,6.04
gpt-4o_prompt1_debate2_2,1,human,agent,0.46,20,222,20,3.15,0,1.8,5,5.41,20,11.71,5,0.45,5,3.6,10,5.41,0,8.11
gpt-4o_prompt1_debate2_3,1,human,agent,0.42,20,240,20,2.92,0,2.08,5,6.25,20,13.33,5,0.42,5,2.5,10,4.17,0,7.08
gpt-4o_prompt1_debate2_4,1,human,agent,0.44,20,236,20,2.12,0,3.81,5,4.66,20,12.71,5,0.85,5,2.54,10,4.66,0,7.2
gpt-4o_prompt1_debate2_5,1,human,agent,0.45,20,236,20,2.54,0,3.39,5,5.51,20,13.56,5,0.85,5,2.54,10,4.66,0,6.36
gpt-4o_prompt2_debate2_1,1,human,agent,0.42,15,263,0,1.9,0,5.7,13.33,4.94,13.33,13.69,0,0.38,0,3.04,6.67,7.6,6.67,7.6
gpt-4o_prompt2_debate2_2,1,human,agent,0.49,20,237,20,3.38,0,4.64,5,5.06,20,12.24,5,0,5,4.64,10,8.02,0,6.75
gpt-4o_prompt2_debate2_3,1,human,agent,0.46,20,254,20,2.36,0,5.12,5,5.12,20,13.78,5,0,5,3.54,10,7.48,0,7.48
gpt-4o_prompt2_debate2_4,1,human,agent,0.47,20,233,20,3.43,0,4.72,5,5.58,20,13.73,5,0.43,5,3,10,6.44,0,6.44
gpt-4o_prompt2_debate2_5,1,human,agent,0.48,20,237,20,3.38,0,4.22,5,5.49,20,13.5,5,0,5,4.22,10,7.59,0,6.75
gpt-4o_prompt3_debate2_1,1,human,agent,0.43,15,391,0,0.77,0,4.86,13.33,4.6,13.33,13.04,0,0.77,0,4.35,6.67,7.93,6.67,6.65
gpt-4o_prompt3_debate2_2,1,human,agent,0.44,20,227,20,1.32,0,2.64,5,4.85,20,11.45,5,0,5,4.85,10,5.29,0,6.61
gpt-4o_prompt3_debate2_3,1,human,agent,0.45,20,247,20,1.21,0,3.24,5,4.45,20,12.96,5,0,5,4.45,10,6.48,0,6.48
gpt-4o_prompt3_debate2_4,1,human,agent,0.39,20,220,20,0.91,0,2.73,5,3.64,20,13.18,5,0,5,3.18,10,4.09,0,6.82
gpt-4o_prompt3_debate2_5,1,human,agent,0.42,20,230,20,1.74,0,2.61,5,3.91,20,13.04,5,0,5,3.91,10,5.22,0,6.52
gpt-4o_prompt4_debate2_1,1,human,agent,0.44,15,229,0,1.75,0,5.24,13.33,6.11,13.33,13.97,0,0.44,0,3.49,6.67,7.86,6.67,6.55
gpt-4o_prompt4_debate2_2,1,human,agent,0.47,20,236,20,2.54,0,4.24,5,5.51,20,12.71,5,0.42,5,2.54,10,8.9,0,6.36
gpt-4o_prompt4_debate2_3,1,human,agent,0.44,20,217,20,2.76,0,3.69,5,5.07,20,11.06,5,0.46,5,2.3,10,6.45,0,6.45
gpt-4o_prompt4_debate2_4,1,human,agent,0.45,20,241,20,2.49,0,4.56,5,4.98,20,13.69,5,0,5,2.49,10,8.71,0,6.22
gpt-4o_prompt4_debate2_5,1,human,agent,0.44,20,216,20,3.24,0,3.24,5,5.09,20,11.11,5,0.46,5,1.85,10,6.48,0,6.48
gpt-4o_prompt0_debate20_1,1,human,agent,0.46,13,282,0,0,0,4.96,0,2.13,15.38,9.22,0,0.35,0,1.77,7.69,6.74,7.69,8.16
gpt-4o_prompt0_debate20_2,1,human,agent,0.43,20,223,20,0,0,7.62,5,4.04,20,10.76,5,0.45,5,3.14,10,8.52,0,6.28
gpt-4o_prompt0_debate20_3,1,human,agent,0.34,20,211,20,0,0,6.64,5,2.84,20,10.9,5,0,5,1.9,10,5.69,0,6.64
gpt-4o_prompt0_debate20_4,1,human,agent,0.37,20,228,20,0,0,5.7,5,3.51,20,11.4,5,0.44,5,2.19,10,4.39,0,5.26
gpt-4o_prompt0_debate20_5,1,human,agent,0.40,20,244,20,0,0,6.97,5,4.1,20,10.66,5,0.82,5,2.46,10,5.33,0,5.74
gpt-4o_prompt1_debate20_1,1,human,agent,0.46,13,234,0,0.43,0,4.27,0,5.13,15.38,12.39,0,0,0,2.99,7.69,7.26,7.69,5.56
gpt-4o_prompt1_debate20_2,1,human,agent,0.41,20,236,20,0,0,4.24,5,5.08,20,15.68,5,0,5,2.54,10,5.51,0,5.08
gpt-4o_prompt1_debate20_3,1,human,agent,0.42,20,224,20,0,0,6.25,5,4.02,20,14.73,5,0.89,5,2.23,10,5.36,0,5.8
gpt-4o_prompt1_debate20_4,1,human,agent,0.36,20,232,20,0,0,5.6,5,3.45,20,14.66,5,0.43,5,1.72,10,3.88,0,6.03
gpt-4o_prompt1_debate20_5,1,human,agent,0.39,20,239,20,0,0,6.69,5,3.77,20,13.81,5,0.84,5,2.09,10,4.18,0,5.44
gpt-4o_prompt2_debate20_1,1,human,agent,0.32,13,165,0,1.21,0,3.64,0,4.85,15.38,10.3,0,0.61,0,2.42,7.69,4.85,7.69,7.88
gpt-4o_prompt2_debate20_2,1,human,agent,0.47,20,239,20,1.67,0,5.02,5,2.93,20,10.04,5,1.26,5,4.6,10,7.11,0,5.44
