GroupID,Segment,LSM,WC.Total
claude_prompt0_debate33_5,1,0.36,266
claude_prompt1_debate33_1,1,0.36,185
claude_prompt1_debate33_2,1,0.42,221
claude_prompt1_debate33_3,1,0.45,249
claude_prompt1_debate33_4,1,0.45,267
claude_prompt1_debate33_5,1,0.47,253
claude_prompt2_debate33_1,1,0.39,164
claude_prompt2_debate33_2,1,0.45,239
claude_prompt2_debate33_3,1,0.44,247
claude_prompt2_debate33_4,1,0.50,271
claude_prompt2_debate33_5,1,0.44,274
claude_prompt3_debate33_1,1,0.38,171
claude_prompt3_debate33_2,1,0.44,233
claude_prompt3_debate33_3,1,0.36,246
claude_prompt3_debate33_4,1,0.38,255
claude_prompt3_debate33_5,1,0.39,266
claude_prompt4_debate33_1,1,0.39,179
claude_prompt4_debate33_2,1,0.44,229
claude_prompt4_debate33_3,1,0.44,229
claude_prompt4_debate33_4,1,0.44,229
claude_prompt4_debate33_5,1,0.44,229
claude_prompt0_debate34_1,1,0.35,223
claude_prompt0_debate34_2,1,0.43,230
claude_prompt0_debate34_3,1,0.38,232
claude_prompt0_debate34_4,1,0.37,242
claude_prompt0_debate34_5,1,0.38,245
claude_prompt1_debate34_1,1,0.29,234
claude_prompt1_debate34_2,1,0.47,227
claude_prompt1_debate34_3,1,0.47,227
claude_prompt1_debate34_4,1,0.47,227
claude_prompt1_debate34_5,1,0.47,227
claude_prompt2_debate34_1,1,0.31,213
claude_prompt2_debate34_2,1,0.45,245
claude_prompt2_debate34_3,1,0.47,249
claude_prompt2_debate34_4,1,0.44,259
claude_prompt2_debate34_5,1,0.44,252
claude_prompt3_debate34_1,1,0.23,177
claude_prompt3_debate34_2,1,0.43,216
claude_prompt3_debate34_3,1,0.42,230
claude_prompt3_debate34_4,1,0.42,256
claude_prompt3_debate34_5,1,0.33,267
claude_prompt4_debate34_1,1,0.39,210
claude_prompt4_debate34_2,1,0.45,232
claude_prompt4_debate34_3,1,0.51,257
claude_prompt4_debate34_4,1,0.48,265
claude_prompt4_debate34_5,1,0.45,253
claude_prompt0_debate35_1,1,0.31,188
claude_prompt0_debate35_2,1,0.43,239
claude_prompt0_debate35_3,1,0.43,239
claude_prompt0_debate35_4,1,0.41,239
claude_prompt0_debate35_5,1,0.47,252
claude_prompt1_debate35_1,1,0.32,211
claude_prompt1_debate35_2,1,0.45,235
claude_prompt1_debate35_3,1,0.45,235
claude_prompt1_debate35_4,1,0.41,236
claude_prompt1_debate35_5,1,0.45,234
claude_prompt2_debate35_1,1,0.35,203
claude_prompt2_debate35_2,1,0.50,235
claude_prompt2_debate35_3,1,0.45,262
claude_prompt2_debate35_4,1,0.41,265
claude_prompt2_debate35_5,1,0.41,277
claude_prompt3_debate35_1,1,0.33,198
claude_prompt3_debate35_2,1,0.41,225
claude_prompt3_debate35_3,1,0.41,225
claude_prompt3_debate35_4,1,0.41,225
claude_prompt3_debate35_5,1,0.41,225
claude_prompt4_debate35_1,1,0.34,206
claude_prompt4_debate35_2,1,0.52,252
claude_prompt4_debate35_3,1,0.46,260
claude_prompt4_debate35_4,1,0.42,272
claude_prompt4_debate35_5,1,0.47,267
claude_prompt0_debate36_1,1,0.23,225
claude_prompt0_debate36_2,1,0.38,265
claude_prompt0_debate36_3,1,0.33,259
claude_prompt0_debate36_4,1,0.35,273
claude_prompt0_debate36_5,1,0.34,286
claude_prompt1_debate36_1,1,0.27,214
claude_prompt1_debate36_2,1,0.42,244
claude_prompt1_debate36_3,1,0.42,244
claude_prompt1_debate36_4,1,0.42,244
claude_prompt1_debate36_5,1,0.42,244
claude_prompt2_debate36_1,1,0.39,191
claude_prompt2_debate36_2,1,0.40,237
claude_prompt2_debate36_3,1,0.41,253
claude_prompt2_debate36_4,1,0.38,259
claude_prompt2_debate36_5,1,0.49,263
claude_prompt3_debate36_1,1,0.22,183
claude_prompt3_debate36_2,1,0.34,223
claude_prompt3_debate36_3,1,0.33,241
claude_prompt3_debate36_4,1,0.38,241
claude_prompt3_debate36_5,1,0.36,256
claude_prompt4_debate36_1,1,0.41,229
claude_prompt4_debate36_2,1,0.48,246
claude_prompt4_debate36_3,1,0.44,262
claude_prompt4_debate36_4,1,0.49,262
claude_prompt4_debate36_5,1,0.48,265
claude_prompt0_debate37_1,1,0.28,213
claude_prompt0_debate37_2,1,0.46,233
claude_prompt0_debate37_3,1,0.46,253
claude_prompt0_debate37_4,1,0.46,257
claude_prompt0_debate37_5,1,0.46,262
claude_prompt1_debate37_1,1,0.28,245
claude_prompt1_debate37_2,1,0.46,244
claude_prompt1_debate37_3,1,0.46,244
claude_prompt1_debate37_4,1,0.46,244
claude_prompt1_debate37_5,1,0.46,244
claude_prompt2_debate37_1,1,0.26,220
claude_prompt2_debate37_2,1,0.50,246
claude_prompt2_debate37_3,1,0.51,257
claude_prompt2_debate37_4,1,0.47,273
claude_prompt2_debate37_5,1,0.49,270
claude_prompt3_debate37_1,1,0.28,223
claude_prompt3_debate37_2,1,0.45,243
claude_prompt3_debate37_3,1,0.50,245
claude_prompt3_debate37_4,1,0.47,275
claude_prompt3_debate37_5,1,0.43,269
claude_prompt4_debate37_1,1,0.29,231
claude_prompt4_debate37_2,1,0.44,243
claude_prompt4_debate37_3,1,0.52,258
claude_prompt4_debate37_4,1,0.42,263
claude_prompt4_debate37_5,1,0.49,275
claude_prompt0_debate38_1,1
claude_prompt0_debate38_2,1,0.39,233
claude_prompt0_debate38_3,1,0.41,264
claude_prompt0_debate38_4,1,0.38,272
claude_prompt0_debate38_5,1,0.40,276
claude_prompt1_debate38_1,1
claude_prompt1_debate38_2,1,0.43,240
claude_prompt1_debate38_3,1,0.43,245
claude_prompt1_debate38_4,1,0.38,256
claude_prompt1_debate38_5,1,0.40,263
claude_prompt2_debate38_1,1
claude_prompt2_debate38_2,1,0.43,246
claude_prompt2_debate38_3,1,0.51,256
claude_prompt2_debate38_4,1,0.40,279
claude_prompt2_debate38_5,1,0.37,268
claude_prompt3_debate38_1,1
claude_prompt3_debate38_2,1,0.40,238
claude_prompt3_debate38_3,1,0.40,238
claude_prompt3_debate38_4,1,0.42,247
claude_prompt3_debate38_5,1,0.41,259
claude_prompt4_debate38_1,1
claude_prompt4_debate38_2,1,0.45,241
claude_prompt4_debate38_3,1,0.44,272
claude_prompt4_debate38_4,1,0.44,269
claude_prompt4_debate38_5,1,0.45,283
claude_prompt0_debate39_1,1,0.31,225
claude_prompt0_debate39_2,1,0.42,241
claude_prompt0_debate39_3,1,0.38,250
claude_prompt0_debate39_4,1,0.40,244
claude_prompt0_debate39_5,1,0.34,265
claude_prompt1_debate39_1,1,0.33,183
claude_prompt1_debate39_2,1,0.46,229
claude_prompt1_debate39_3,1,0.37,243
claude_prompt1_debate39_4,1,0.40,247
claude_prompt1_debate39_5,1,0.36,237
claude_prompt2_debate39_1,1,0.35,167
claude_prompt2_debate39_2,1,0.37,223
claude_prompt2_debate39_3,1,0.42,253
claude_prompt2_debate39_4,1,0.37,272
claude_prompt2_debate39_5,1,0.40,273
claude_prompt3_debate39_1,1,0.36,217
claude_prompt3_debate39_2,1,0.37,256
claude_prompt3_debate39_3,1,0.37,256
claude_prompt3_debate39_4,1,0.37,256
claude_prompt3_debate39_5,1,0.37,256
claude_prompt4_debate39_1,1,0.38,204
claude_prompt4_debate39_2,1,0.49,248
claude_prompt4_debate39_3,1,0.46,270
claude_prompt4_debate39_4,1,0.45,266
claude_prompt4_debate39_5,1,0.40,276
claude_prompt0_debate4_1,1,0.49,225
claude_prompt0_debate4_2,1,0.40,246
claude_prompt0_debate4_3,1,0.36,248
claude_prompt0_debate4_4,1,0.28,266
claude_prompt0_debate4_5,1,0.35,267
claude_prompt1_debate4_1,1,0.51,210
claude_prompt1_debate4_2,1,0.43,254
claude_prompt1_debate4_3,1,0.43,254
claude_prompt1_debate4_4,1,0.43,254
claude_prompt1_debate4_5,1,0.43,254
claude_prompt2_debate4_1,1,0.53,213
claude_prompt2_debate4_2,1,0.48,238
claude_prompt2_debate4_3,1,0.47,264
claude_prompt2_debate4_4,1,0.48,273
claude_prompt2_debate4_5,1,0.49,265
claude_prompt3_debate4_1,1,0.47,203
claude_prompt3_debate4_2,1,0.43,245
claude_prompt3_debate4_3,1,0.39,254
claude_prompt3_debate4_4,1,0.44,265
claude_prompt3_debate4_5,1,0.40,269
claude_prompt4_debate4_1,1,0.68,218
claude_prompt4_debate4_2,1,0.43,245
claude_prompt4_debate4_3,1,0.52,249
claude_prompt4_debate4_4,1,0.41,261
claude_prompt4_debate4_5,1,0.43,261
claude_prompt0_debate40_1,1,0.41,187
claude_prompt0_debate40_2,1,0.44,227
claude_prompt0_debate40_3,1,0.44,227
claude_prompt0_debate40_4,1,0.47,227
claude_prompt0_debate40_5,1,0.45,250
claude_prompt1_debate40_1,1,0.39,180
claude_prompt1_debate40_2,1,0.42,239
claude_prompt1_debate40_3,1,0.44,264
claude_prompt1_debate40_4,1,0.44,270
claude_prompt1_debate40_5,1,0.34,257
claude_prompt2_debate40_1,1,0.42,204
claude_prompt2_debate40_2,1,0.49,227
claude_prompt2_debate40_3,1,0.46,246
claude_prompt2_debate40_4,1,0.47,260
claude_prompt2_debate40_5,1,0.49,259
claude_prompt3_debate40_1,1,0.42,170
claude_prompt3_debate40_2,1,0.42,220
claude_prompt3_debate40_3,1,0.42,220
claude_prompt3_debate40_4,1,0.42,220
claude_prompt3_debate40_5,1,0.42,220
claude_prompt4_debate40_1,1,0.38,202
claude_prompt4_debate40_2,1,0.45,224
claude_prompt4_debate40_3,1,0.51,247
claude_prompt4_debate40_4,1,0.43,251
claude_prompt4_debate40_5,1,0.43,252
claude_prompt0_debate41_1,1,0.55,171
claude_prompt0_debate41_2,1,0.41,225
claude_prompt0_debate41_3,1,0.43,263
claude_prompt0_debate41_4,1,0.43,258
claude_prompt0_debate41_5,1,0.37,254
claude_prompt1_debate41_1,1,0.40,227
claude_prompt1_debate41_2,1,0.52,237
claude_prompt1_debate41_3,1,0.52,237
claude_prompt1_debate41_4,1,0.40,238
claude_prompt1_debate41_5,1,0.42,253
claude_prompt2_debate41_1,1,0.38,209
claude_prompt2_debate41_2,1,0.56,252
claude_prompt2_debate41_3,1,0.56,252
claude_prompt2_debate41_4,1,0.56,252
claude_prompt2_debate41_5,1,0.56,252
claude_prompt3_debate41_1,1,0.39,184
claude_prompt3_debate41_2,1,0.47,213
claude_prompt3_debate41_3,1,0.47,213
claude_prompt3_debate41_4,1,0.47,213
claude_prompt3_debate41_5,1,0.47,213
claude_prompt4_debate41_1,1,0.42,215
claude_prompt4_debate41_2,1,0.49,244
claude_prompt4_debate41_3,1,0.49,244
claude_prompt4_debate41_4,1,0.50,254
claude_prompt4_debate41_5,1,0.43,268
claude_prompt0_debate42_1,1,0.27,195
claude_prompt0_debate42_2,1,0.47,234
claude_prompt0_debate42_3,1,0.47,234
claude_prompt0_debate42_4,1,0.47,234
claude_prompt0_debate42_5,1,0.47,234
claude_prompt1_debate42_1,1,0.38,179
claude_prompt1_debate42_2,1,0.39,223
claude_prompt1_debate42_3,1,0.44,227
claude_prompt1_debate42_4,1,0.43,243
claude_prompt1_debate42_5,1,0.43,244
claude_prompt2_debate42_1,1,0.25,182
claude_prompt2_debate42_2,1,0.42,219
claude_prompt2_debate42_3,1,0.44,234
claude_prompt2_debate42_4,1,0.45,248
claude_prompt2_debate42_5,1,0.45,254
claude_prompt3_debate42_1,1,0.28,188
claude_prompt3_debate42_2,1,0.47,226
claude_prompt3_debate42_3,1,0.46,253
claude_prompt3_debate42_4,1,0.43,258
claude_prompt3_debate42_5,1,0.45,258
claude_prompt4_debate42_1,1,0.37,183
claude_prompt4_debate42_2,1,0.50,227
claude_prompt4_debate42_3,1,0.45,238
claude_prompt4_debate42_4,1,0.51,249
claude_prompt4_debate42_5,1,0.49,257
claude_prompt0_debate43_1,1,0.30,240
claude_prompt0_debate43_2,1,0.36,275
claude_prompt0_debate43_3,1,0.36,255
claude_prompt0_debate43_4,1,0.36,266
claude_prompt0_debate43_5,1,0.39,272
claude_prompt1_debate43_1,1,0.27,201
claude_prompt1_debate43_2,1,0.42,227
claude_prompt1_debate43_3,1,0.42,227
claude_prompt1_debate43_4,1,0.42,227
claude_prompt1_debate43_5,1,0.42,227
claude_prompt2_debate43_1,1,0.29,186
claude_prompt2_debate43_2,1,0.43,255
claude_prompt2_debate43_3,1,0.41,263
claude_prompt2_debate43_4,1,0.39,279
claude_prompt2_debate43_5,1,0.41,278
claude_prompt3_debate43_1,1,0.50,222
claude_prompt3_debate43_2,1,0.36,246
claude_prompt3_debate43_3,1,0.38,247
claude_prompt3_debate43_4,1,0.35,267
claude_prompt3_debate43_5,1,0.39,268
claude_prompt4_debate43_1,1,0.28,178
claude_prompt4_debate43_2,1,0.43,239
claude_prompt4_debate43_3,1,0.39,257
claude_prompt4_debate43_4,1,0.39,256
claude_prompt4_debate43_5,1,0.38,263
claude_prompt0_debate44_1,1,0.41,234
claude_prompt0_debate44_2,1,0.40,246
claude_prompt0_debate44_3,1,0.37,253
claude_prompt0_debate44_4,1,0.41,253
claude_prompt0_debate44_5,1,0.44,272
claude_prompt1_debate44_1,1,0.42,197
claude_prompt1_debate44_2,1,0.38,232
claude_prompt1_debate44_3,1,0.38,232
claude_prompt1_debate44_4,1,0.37,243
claude_prompt1_debate44_5,1,0.36,234
claude_prompt2_debate44_1,1,0.31,218
claude_prompt2_debate44_2,1,0.42,255
claude_prompt2_debate44_3,1,0.46,261
claude_prompt2_debate44_4,1,0.37,277
claude_prompt2_debate44_5,1,0.42,271
claude_prompt3_debate44_1,1,0.41,227
claude_prompt3_debate44_2,1,0.40,244
claude_prompt3_debate44_3,1,0.40,244
claude_prompt3_debate44_4,1,0.40,244
claude_prompt3_debate44_5,1,0.40,244
claude_prompt4_debate44_1,1,0.29,221
claude_prompt4_debate44_2,1,0.39,235
claude_prompt4_debate44_3,1,0.38,255
claude_prompt4_debate44_4,1,0.37,274
claude_prompt4_debate44_5,1,0.42,262
claude_prompt0_debate45_1,1,0.44,203
claude_prompt0_debate45_2,1,0.46,234
claude_prompt0_debate45_3,1,0.46,234
claude_prompt0_debate45_4,1,0.46,234
claude_prompt0_debate45_5,1,0.46,234
claude_prompt1_debate45_1,1,0.46,190
claude_prompt1_debate45_2,1,0.53,243
claude_prompt1_debate45_3,1,0.53,243
claude_prompt1_debate45_4,1,0.53,243
claude_prompt1_debate45_5,1,0.53,243
claude_prompt2_debate45_1,1,0.56,172
claude_prompt2_debate45_2,1,0.38,234
claude_prompt2_debate45_3,1,0.37,248
claude_prompt2_debate45_4,1,0.41,260
claude_prompt2_debate45_5,1,0.42,272
claude_prompt3_debate45_1,1,0.45,190
claude_prompt3_debate45_2,1,0.43,251
claude_prompt3_debate45_3,1,0.43,251
claude_prompt3_debate45_4,1,0.43,251
claude_prompt3_debate45_5,1,0.43,251
claude_prompt4_debate45_1,1,0.43,179
claude_prompt4_debate45_2,1,0.38,229
claude_prompt4_debate45_3,1,0.42,246
claude_prompt4_debate45_4,1,0.35,255
claude_prompt4_debate45_5,1,0.37,262
claude_prompt0_debate46_1,1,0.27,218
claude_prompt0_debate46_2,1,0.47,252
claude_prompt0_debate46_3,1,0.47,252
claude_prompt0_debate46_4,1,0.47,252
claude_prompt0_debate46_5,1,0.47,252
claude_prompt1_debate46_1,1,0.23,190
claude_prompt1_debate46_2,1,0.53,238
claude_prompt1_debate46_3,1,0.46,253
claude_prompt1_debate46_4,1,0.45,264
claude_prompt1_debate46_5,1,0.46,264
claude_prompt2_debate46_1,1,0.31,193
claude_prompt2_debate46_2,1,0.48,249
claude_prompt2_debate46_3,1,0.48,249
claude_prompt2_debate46_4,1,0.48,249
claude_prompt2_debate46_5,1,0.48,249
claude_prompt3_debate46_1,1,0.26,205
claude_prompt3_debate46_2,1,0.44,237
claude_prompt3_debate46_3,1,0.42,246
claude_prompt3_debate46_4,1,0.41,259
claude_prompt3_debate46_5,1,0.41,269
claude_prompt4_debate46_1,1,0.24,196
claude_prompt4_debate46_2,1,0.52,242
claude_prompt4_debate46_3,1,0.51,251
claude_prompt4_debate46_4,1,0.44,257
claude_prompt4_debate46_5,1,0.52,267
claude_prompt0_debate47_1,1,0.34,206
claude_prompt0_debate47_2,1,0.47,228
claude_prompt0_debate47_3,1,0.43,228
claude_prompt0_debate47_4,1,0.44,248
claude_prompt0_debate47_5,1,0.50,252
claude_prompt1_debate47_1,1,0.28,215
claude_prompt1_debate47_2,1,0.47,243
claude_prompt1_debate47_3,1,0.47,243
claude_prompt1_debate47_4,1,0.47,243
claude_prompt1_debate47_5,1,0.47,243
claude_prompt2_debate47_1,1,0.25,232
claude_prompt2_debate47_2,1,0.47,243
claude_prompt2_debate47_3,1,0.37,251
claude_prompt2_debate47_4,1,0.44,260
claude_prompt2_debate47_5,1,0.43,251
claude_prompt3_debate47_1,1,0.26,242
claude_prompt3_debate47_2,1,0.44,233
claude_prompt3_debate47_3,1,0.39,250
claude_prompt3_debate47_4,1,0.45,255
claude_prompt3_debate47_5,1,0.44,256
claude_prompt4_debate47_1,1,0.32,229
claude_prompt4_debate47_2,1,0.47,231
claude_prompt4_debate47_3,1,0.47,231
claude_prompt4_debate47_4,1,0.47,231
claude_prompt4_debate47_5,1,0.47,231
claude_prompt0_debate48_1,1,0.39,225
claude_prompt0_debate48_2,1,0.44,232
claude_prompt0_debate48_3,1,0.46,253
claude_prompt0_debate48_4,1,0.45,259
claude_prompt0_debate48_5,1,0.43,261
claude_prompt1_debate48_1,1,0.43,188
claude_prompt1_debate48_2,1,0.42,233
claude_prompt1_debate48_3,1,0.42,233
claude_prompt1_debate48_4,1,0.42,233
claude_prompt1_debate48_5,1,0.42,233
claude_prompt2_debate48_1,1,0.43,199
claude_prompt2_debate48_2,1,0.46,249
claude_prompt2_debate48_3,1,0.47,264
claude_prompt2_debate48_4,1,0.47,267
claude_prompt2_debate48_5,1,0.47,268
claude_prompt3_debate48_1,1,0.43,202
claude_prompt3_debate48_2,1,0.44,239
claude_prompt3_debate48_3,1,0.37,263
claude_prompt3_debate48_4,1,0.44,274
claude_prompt3_debate48_5,1,0.43,275
claude_prompt4_debate48_1,1,0.42,193
claude_prompt4_debate48_2,1,0.45,237
claude_prompt4_debate48_3,1,0.45,250
claude_prompt4_debate48_4,1,0.44,264
claude_prompt4_debate48_5,1,0.51,277
claude_prompt0_debate49_1,1,0.28,205
claude_prompt0_debate49_2,1,0.41,263
claude_prompt0_debate49_3,1,0.39,258
claude_prompt0_debate49_4,1,0.44,266
claude_prompt0_debate49_5,1,0.40,265
claude_prompt1_debate49_1,1,0.28,218
claude_prompt1_debate49_2,1,0.45,248
claude_prompt1_debate49_3,1,0.39,244
claude_prompt1_debate49_4,1,0.40,253
claude_prompt1_debate49_5,1,0.42,258
claude_prompt2_debate49_1,1,0.40,215
claude_prompt2_debate49_2,1,0.46,246
claude_prompt2_debate49_3,1,0.47,255
claude_prompt2_debate49_4,1,0.47,265
claude_prompt2_debate49_5,1,0.48,264
claude_prompt3_debate49_1,1,0.33,193
claude_prompt3_debate49_2,1,0.45,237
claude_prompt3_debate49_3,1,0.45,237
claude_prompt3_debate49_4,1,0.40,246
claude_prompt3_debate49_5,1,0.41,262
claude_prompt4_debate49_1,1,0.37,232
claude_prompt4_debate49_2,1,0.43,258
claude_prompt4_debate49_3,1,0.45,272
claude_prompt4_debate49_4,1,0.46,284
claude_prompt4_debate49_5,1,0.42,284
claude_prompt0_debate5_1,1,0.41,228
claude_prompt0_debate5_2,1,0.37,231
claude_prompt0_debate5_3,1,0.41,253
claude_prompt0_debate5_4,1,0.45,267
claude_prompt0_debate5_5,1,0.40,265
claude_prompt1_debate5_1,1,0.44,220
claude_prompt1_debate5_2,1,0.46,246
claude_prompt1_debate5_3,1,0.46,246
claude_prompt1_debate5_4,1,0.46,246
claude_prompt1_debate5_5,1,0.46,246
claude_prompt2_debate5_1,1,0.44,230
claude_prompt2_debate5_2,1,0.48,256
claude_prompt2_debate5_3,1,0.48,262
claude_prompt2_debate5_4,1,0.48,266
claude_prompt2_debate5_5,1,0.49,261
claude_prompt3_debate5_1,1,0.41,222
claude_prompt3_debate5_2,1,0.32,256
claude_prompt3_debate5_3,1,0.48,255
claude_prompt3_debate5_4,1,0.37,268
claude_prompt3_debate5_5,1,0.39,257
claude_prompt4_debate5_1,1,0.45,213
claude_prompt4_debate5_2,1,0.46,250
claude_prompt4_debate5_3,1,0.50,257
claude_prompt4_debate5_4,1,0.47,277
claude_prompt4_debate5_5,1,0.44,274
claude_prompt0_debate50_1,1,0.34,263
claude_prompt0_debate50_2,1,0.42,242
claude_prompt0_debate50_3,1,0.40,253
claude_prompt0_debate50_4,1,0.42,249
claude_prompt0_debate50_5,1,0.40,268
claude_prompt1_debate50_1,1,0.34,208
claude_prompt1_debate50_2,1,0.42,240
claude_prompt1_debate50_3,1,0.42,240
claude_prompt1_debate50_4,1,0.42,240
claude_prompt1_debate50_5,1,0.42,240
claude_prompt2_debate50_1,1,0.33,195
claude_prompt2_debate50_2,1,0.53,230
claude_prompt2_debate50_3,1,0.51,238
claude_prompt2_debate50_4,1,0.50,249
claude_prompt2_debate50_5,1,0.52,245
claude_prompt3_debate50_1,1,0.38,225
claude_prompt3_debate50_2,1,0.37,236
claude_prompt3_debate50_3,1,0.37,236
claude_prompt3_debate50_4,1,0.37,236
claude_prompt3_debate50_5,1,0.37,236
claude_prompt4_debate50_1,1,0.37,203
claude_prompt4_debate50_2,1,0.51,249
claude_prompt4_debate50_3,1,0.46,260
claude_prompt4_debate50_4,1,0.40,274
claude_prompt4_debate50_5,1,0.44,271
claude_prompt0_debate51_1,1,0.39,221
claude_prompt0_debate51_2,1,0.40,229
claude_prompt0_debate51_3,1,0.36,244
claude_prompt0_debate51_4,1,0.37,249
claude_prompt0_debate51_5,1,0.42,256
claude_prompt1_debate51_1,1,0.39,228
claude_prompt1_debate51_2,1,0.38,235
claude_prompt1_debate51_3,1,0.43,251
claude_prompt1_debate51_4,1,0.39,260
claude_prompt1_debate51_5,1,0.41,258
claude_prompt2_debate51_1,1,0.45,188
claude_prompt2_debate51_2,1,0.43,214
claude_prompt2_debate51_3,1,0.37,246
claude_prompt2_debate51_4,1,0.36,248
claude_prompt2_debate51_5,1,0.38,261
claude_prompt3_debate51_1,1,0.38,195
claude_prompt3_debate51_2,1,0.43,235
claude_prompt3_debate51_3,1,0.32,242
claude_prompt3_debate51_4,1,0.39,248
claude_prompt3_debate51_5,1,0.29,263
claude_prompt4_debate51_1,1,0.41,191
claude_prompt4_debate51_2,1,0.44,216
claude_prompt4_debate51_3,1,0.34,237
claude_prompt4_debate51_4,1,0.40,246
claude_prompt4_debate51_5,1,0.42,251
claude_prompt0_debate52_1,1,0.25,215
claude_prompt0_debate52_2,1,0.38,238
claude_prompt0_debate52_3,1,0.39,252
claude_prompt0_debate52_4,1,0.39,259
claude_prompt0_debate52_5,1,0.42,268
claude_prompt1_debate52_1,1,0.19,216
claude_prompt1_debate52_2,1,0.38,245
claude_prompt1_debate52_3,1,0.38,245
claude_prompt1_debate52_4,1,0.38,245
claude_prompt1_debate52_5,1,0.38,245
claude_prompt2_debate52_1,1,0.39,194
claude_prompt2_debate52_2,1,0.45,240
claude_prompt2_debate52_3,1,0.53,255
claude_prompt2_debate52_4,1,0.48,254
claude_prompt2_debate52_5,1,0.54,265
claude_prompt3_debate52_1,1,0.19,195
claude_prompt3_debate52_2,1,0.48,243
claude_prompt3_debate52_3,1,0.48,243
claude_prompt3_debate52_4,1,0.48,243
claude_prompt3_debate52_5,1,0.48,243
claude_prompt4_debate52_1,1,0.25,211
claude_prompt4_debate52_2,1,0.48,237
claude_prompt4_debate52_3,1,0.45,260
claude_prompt4_debate52_4,1,0.46,273
claude_prompt4_debate52_5,1,0.53,267
claude_prompt1_debate53_1,1,0.40,212
claude_prompt1_debate53_2,1,0.51,235
claude_prompt1_debate53_3,1,0.51,235
claude_prompt1_debate53_4,1,0.51,235
claude_prompt1_debate53_5,1,0.51,235
claude_prompt2_debate53_1,1,0.40,210
claude_prompt2_debate53_2,1,0.50,251
claude_prompt2_debate53_3,1,0.49,262
