GroupID,Segment,Person.1,Person.2,LSM,WC.Person.1,WC.Person.2
deepseek-r1_prompt1_debate23_5,1,human,agent,0.44,20,310
deepseek-r1_prompt2_debate23_1,1,human,agent,0.32,19,247
deepseek-r1_prompt2_debate23_2,1,human,agent,0.43,20,314
deepseek-r1_prompt2_debate23_3,1,human,agent,0.46,20,314
deepseek-r1_prompt2_debate23_4,1,human,agent,0.38,20,302
deepseek-r1_prompt2_debate23_5,1,human,agent,0.49,20,336
deepseek-r1_prompt3_debate23_1,1,human,agent,0.26,19,274
deepseek-r1_prompt3_debate23_2,1,human,agent,0.40,20,320
deepseek-r1_prompt3_debate23_3,1,human,agent,0.47,20,311
deepseek-r1_prompt3_debate23_4,1,human,agent,0.49,20,305
deepseek-r1_prompt3_debate23_5,1,human,agent,0.48,20,336
deepseek-r1_prompt4_debate23_1,1,human,agent,0.29,19,248
deepseek-r1_prompt4_debate23_2,1,human,agent,0.46,20,304
deepseek-r1_prompt4_debate23_3,1,human,agent,0.44,20,293
deepseek-r1_prompt4_debate23_4,1,human,agent,0.48,20,325
deepseek-r1_prompt4_debate23_5,1,human,agent,0.47,20,332
deepseek-r1_prompt0_debate24_1,1,human,agent,0.40,16,296
deepseek-r1_prompt0_debate24_2,1,human,agent,0.33,20,316
deepseek-r1_prompt0_debate24_3,1,human,agent,0.39,20,328
deepseek-r1_prompt0_debate24_4,1,human,agent,0.40,20,307
deepseek-r1_prompt0_debate24_5,1,human,agent,0.41,20,314
deepseek-r1_prompt1_debate24_1,1,human,agent,0.44,16,322
deepseek-r1_prompt1_debate24_2,1,human,agent,0.37,20,310
deepseek-r1_prompt1_debate24_3,1,human,agent,0.43,20,319
deepseek-r1_prompt1_debate24_4,1,human,agent,0.42,20,300
deepseek-r1_prompt1_debate24_5,1,human,agent,0.35,20,298
deepseek-r1_prompt2_debate24_1,1,human,agent,0.32,16,216
deepseek-r1_prompt2_debate24_2,1,human,agent,0.47,20,298
deepseek-r1_prompt2_debate24_3,1,human,agent,0.47,20,323
deepseek-r1_prompt2_debate24_4,1,human,agent,0.49,20,293
deepseek-r1_prompt2_debate24_5,1,human,agent,0.50,20,288
deepseek-r1_prompt3_debate24_1,1,human,agent,0.40,16,254
deepseek-r1_prompt3_debate24_2,1,human,agent,0.28,20,298
deepseek-r1_prompt3_debate24_3,1,human,agent,0.39,20,294
deepseek-r1_prompt3_debate24_4,1,human,agent,0.43,20,333
deepseek-r1_prompt3_debate24_5,1,human,agent,0.39,20,299
deepseek-r1_prompt4_debate24_1,1,human,agent,0.35,16,127
deepseek-r1_prompt4_debate24_2,1,human,agent,0.40,20,307
deepseek-r1_prompt4_debate24_3,1,human,agent,0.46,20,271
deepseek-r1_prompt4_debate24_4,1,human,agent,0.45,20,308
deepseek-r1_prompt4_debate24_5,1,human,agent,0.47,20,311
deepseek-r1_prompt0_debate25_1,1,human,agent,0.59,13,332
deepseek-r1_prompt0_debate25_2,1,human,agent,0.34,20,316
deepseek-r1_prompt0_debate25_3,1,human,agent,0.42,20,340
deepseek-r1_prompt0_debate25_4,1,human,agent,0.39,20,274
deepseek-r1_prompt0_debate25_5,1,human,agent,0.36,20,288
deepseek-r1_prompt1_debate25_1,1,human,agent,0.48,13,323
deepseek-r1_prompt1_debate25_2,1,human,agent,0.26,20,310
deepseek-r1_prompt1_debate25_3,1,human,agent,0.38,20,312
deepseek-r1_prompt1_debate25_4,1,human,agent,0.34,20,311
deepseek-r1_prompt1_debate25_5,1,human,agent,0.35,20,326
deepseek-r1_prompt2_debate25_1,1,human,agent,0.42,13,133
deepseek-r1_prompt2_debate25_2,1,human,agent,0.42,20,291
deepseek-r1_prompt2_debate25_3,1,human,agent,0.40,20,339
deepseek-r1_prompt2_debate25_4,1,human,agent,0.37,20,326
deepseek-r1_prompt2_debate25_5,1,human,agent,0.44,20,339
deepseek-r1_prompt3_debate25_1,1,human,agent,0.36,13,309
deepseek-r1_prompt3_debate25_2,1,human,agent,0.31,20,323
deepseek-r1_prompt3_debate25_3,1,human,agent,0.42,20,288
deepseek-r1_prompt3_debate25_4,1,human,agent,0.38,20,289
deepseek-r1_prompt3_debate25_5,1,human,agent,0.41,20,288
deepseek-r1_prompt4_debate25_1,1,human,agent,0.44,13,292
deepseek-r1_prompt4_debate25_2,1,human,agent,0.50,20,303
deepseek-r1_prompt4_debate25_3,1,human,agent,0.45,20,349
deepseek-r1_prompt4_debate25_4,1,human,agent,0.46,20,307
deepseek-r1_prompt4_debate25_5,1,human,agent,0.41,20,326
deepseek-r1_prompt0_debate26_1,1,human,agent,0.57,21,375
deepseek-r1_prompt0_debate26_2,1,human,agent,0.47,20,290
deepseek-r1_prompt0_debate26_3,1,human,agent,0.48,20,309
deepseek-r1_prompt0_debate26_4,1,human,agent,0.45,20,330
deepseek-r1_prompt0_debate26_5,1,human,agent,0.47,20,322
deepseek-r1_prompt1_debate26_1,1,human,agent,0.60,21,339
deepseek-r1_prompt1_debate26_2,1,human,agent,0.41,20,302
deepseek-r1_prompt1_debate26_3,1,human,agent,0.43,20,326
deepseek-r1_prompt1_debate26_4,1,human,agent,0.46,20,331
deepseek-r1_prompt1_debate26_5,1,human,agent,0.46,20,322
deepseek-r1_prompt2_debate26_1,1,human,agent,0.46,21,207
deepseek-r1_prompt2_debate26_2,1,human,agent,0.56,20,280
deepseek-r1_prompt2_debate26_3,1,human,agent,0.51,20,260
deepseek-r1_prompt2_debate26_4,1,human,agent,0.57,20,288
deepseek-r1_prompt2_debate26_5,1,human,agent,0.50,20,344
deepseek-r1_prompt3_debate26_1,1,human,agent,0.43,21,346
deepseek-r1_prompt3_debate26_2,1,human,agent,0.46,20,288
deepseek-r1_prompt3_debate26_3,1,human,agent,0.44,20,300
deepseek-r1_prompt3_debate26_4,1,human,agent,0.51,20,312
deepseek-r1_prompt3_debate26_5,1,human,agent,0.49,20,320
deepseek-r1_prompt4_debate26_1,1,human,agent,0.54,21,370
deepseek-r1_prompt4_debate26_2,1,human,agent,0.52,20,335
deepseek-r1_prompt4_debate26_3,1,human,agent,0.51,20,331
deepseek-r1_prompt4_debate26_4,1,human,agent,0.53,20,310
deepseek-r1_prompt4_debate26_5,1,human,agent,0.50,20,344
deepseek-r1_prompt0_debate27_1,1,human,agent,0.26,16,334
deepseek-r1_prompt0_debate27_2,1,human,agent,0.40,20,350
deepseek-r1_prompt0_debate27_3,1,human,agent,0.32,20,300
deepseek-r1_prompt0_debate27_4,1,human,agent,0.35,20,308
deepseek-r1_prompt0_debate27_5,1,human,agent,0.39,20,291
deepseek-r1_prompt1_debate27_1,1,human,agent,0.28,16,295
deepseek-r1_prompt1_debate27_2,1,human,agent,0.41,20,331
deepseek-r1_prompt1_debate27_3,1,human,agent,0.46,20,296
deepseek-r1_prompt1_debate27_4,1,human,agent,0.46,20,306
deepseek-r1_prompt1_debate27_5,1,human,agent,0.40,20,272
deepseek-r1_prompt2_debate27_1,1,human,agent,0.29,16,199
deepseek-r1_prompt2_debate27_2,1,human,agent,0.46,20,290
deepseek-r1_prompt2_debate27_3,1,human,agent,0.49,20,334
deepseek-r1_prompt2_debate27_4,1,human,agent,0.52,20,332
deepseek-r1_prompt2_debate27_5,1,human,agent,0.46,20,302
deepseek-r1_prompt3_debate27_1,1,human,agent,0.24,16,337
deepseek-r1_prompt3_debate27_2,1,human,agent,0.36,20,291
deepseek-r1_prompt3_debate27_3,1,human,agent,0.40,20,309
deepseek-r1_prompt3_debate27_4,1,human,agent,0.41,20,273
deepseek-r1_prompt3_debate27_5,1,human,agent,0.44,20,319
deepseek-r1_prompt4_debate27_1,1,human,agent,0.41,16,149
deepseek-r1_prompt4_debate27_2,1,human,agent,0.48,20,317
deepseek-r1_prompt4_debate27_3,1,human,agent,0.51,20,301
deepseek-r1_prompt4_debate27_4,1,human,agent,0.54,20,313
deepseek-r1_prompt4_debate27_5,1,human,agent,0.43,20,344
deepseek-r1_prompt0_debate28_1,1,human,agent,0.33,13,324
deepseek-r1_prompt0_debate28_2,1,human,agent,0.40,20,314
deepseek-r1_prompt0_debate28_3,1,human,agent,0.42,20,291
deepseek-r1_prompt0_debate28_4,1,human,agent,0.45,20,304
deepseek-r1_prompt0_debate28_5,1,human,agent,0.41,20,316
deepseek-r1_prompt1_debate28_1,1,human,agent,0.49,13,300
deepseek-r1_prompt1_debate28_2,1,human,agent,0.36,20,284
deepseek-r1_prompt1_debate28_3,1,human,agent,0.40,20,296
deepseek-r1_prompt1_debate28_4,1,human,agent,0.44,20,332
deepseek-r1_prompt1_debate28_5,1,human,agent,0.46,20,320
deepseek-r1_prompt2_debate28_1,1,human,agent,0.29,13,139
deepseek-r1_prompt2_debate28_2,1,human,agent,0.50,20,309
deepseek-r1_prompt2_debate28_3,1,human,agent,0.53,20,304
deepseek-r1_prompt2_debate28_4,1,human,agent,0.51,20,318
deepseek-r1_prompt2_debate28_5,1,human,agent,0.51,20,333
deepseek-r1_prompt3_debate28_1,1,human,agent,0.29,13,319
deepseek-r1_prompt3_debate28_2,1,human,agent,0.38,20,309
deepseek-r1_prompt3_debate28_3,1,human,agent,0.36,20,320
deepseek-r1_prompt3_debate28_4,1,human,agent,0.44,20,326
deepseek-r1_prompt3_debate28_5,1,human,agent,0.39,20,291
deepseek-r1_prompt4_debate28_1,1,human,agent,0.43,13,178
deepseek-r1_prompt4_debate28_2,1,human,agent,0.47,20,284
deepseek-r1_prompt4_debate28_3,1,human,agent,0.52,20,336
deepseek-r1_prompt4_debate28_4,1,human,agent,0.50,20,338
deepseek-r1_prompt4_debate28_5,1,human,agent,0.52,20,302
deepseek-r1_prompt0_debate29_1,1,human,agent,0.18,15,239
deepseek-r1_prompt0_debate29_2,1,human,agent,0.35,20,280
deepseek-r1_prompt0_debate29_3,1,human,agent,0.48,20,307
deepseek-r1_prompt0_debate29_4,1,human,agent,0.41,20,322
deepseek-r1_prompt0_debate29_5,1,human,agent,0.42,20,301
deepseek-r1_prompt1_debate29_1,1,human,agent,0.18,15,214
deepseek-r1_prompt1_debate29_2,1,human,agent,0.50,20,319
deepseek-r1_prompt1_debate29_3,1,human,agent,0.52,20,326
deepseek-r1_prompt1_debate29_4,1,human,agent,0.50,20,292
deepseek-r1_prompt1_debate29_5,1,human,agent,0.44,20,289
deepseek-r1_prompt2_debate29_1,1,human,agent,0.28,15,127
deepseek-r1_prompt2_debate29_2,1,human,agent,0.54,20,266
deepseek-r1_prompt2_debate29_3,1,human,agent,0.55,20,310
deepseek-r1_prompt2_debate29_4,1,human,agent,0.47,20,279
deepseek-r1_prompt2_debate29_5,1,human,agent,0.50,20,282
deepseek-r1_prompt3_debate29_1,1,human,agent,0.20,15,271
deepseek-r1_prompt3_debate29_2,1,human,agent,0.43,20,323
deepseek-r1_prompt3_debate29_3,1,human,agent,0.46,20,328
deepseek-r1_prompt3_debate29_4,1,human,agent,0.51,20,315
deepseek-r1_prompt3_debate29_5,1,human,agent,0.48,20,343
deepseek-r1_prompt4_debate29_1,1,human,agent,0.23,15,167
deepseek-r1_prompt4_debate29_2,1,human,agent,0.56,20,328
deepseek-r1_prompt4_debate29_3,1,human,agent,0.54,20,340
deepseek-r1_prompt4_debate29_4,1,human,agent,0.57,20,291
deepseek-r1_prompt4_debate29_5,1,human,agent,0.59,20,325
deepseek-r1_prompt0_debate3_1,1,human,agent,0.35,17,315
deepseek-r1_prompt0_debate3_2,1,human,agent,0.43,20,322
deepseek-r1_prompt0_debate3_3,1,human,agent,0.38,20,306
deepseek-r1_prompt0_debate3_4,1,human,agent,0.41,20,317
deepseek-r1_prompt0_debate3_5,1,human,agent,0.33,20,265
deepseek-r1_prompt1_debate3_1,1,human,agent,0.38,17,318
deepseek-r1_prompt1_debate3_2,1,human,agent,0.39,20,268
deepseek-r1_prompt1_debate3_3,1,human,agent,0.42,20,327
deepseek-r1_prompt1_debate3_4,1,human,agent,0.38,20,276
deepseek-r1_prompt1_debate3_5,1,human,agent,0.35,20,295
deepseek-r1_prompt2_debate3_1,1,human,agent,0.39,17,190
deepseek-r1_prompt2_debate3_2,1,human,agent,0.42,20,293
deepseek-r1_prompt2_debate3_3,1,human,agent,0.46,20,292
deepseek-r1_prompt2_debate3_4,1,human,agent,0.44,20,298
deepseek-r1_prompt2_debate3_5,1,human,agent,0.47,20,303
deepseek-r1_prompt3_debate3_1,1,human,agent,0.36,17,309
deepseek-r1_prompt3_debate3_2,1,human,agent,0.36,20,309
deepseek-r1_prompt3_debate3_3,1,human,agent,0.43,20,322
deepseek-r1_prompt3_debate3_4,1,human,agent,0.42,20,303
deepseek-r1_prompt3_debate3_5,1,human,agent,0.39,20,294
deepseek-r1_prompt4_debate3_1,1,human,agent,0.40,17,245
deepseek-r1_prompt4_debate3_2,1,human,agent,0.38,20,303
deepseek-r1_prompt4_debate3_3,1,human,agent,0.39,20,326
deepseek-r1_prompt4_debate3_4,1,human,agent,0.47,20,317
deepseek-r1_prompt4_debate3_5,1,human,agent,0.37,20,318
deepseek-r1_prompt0_debate30_1,1,human,agent,0.23,13,353
deepseek-r1_prompt0_debate30_2,1,human,agent,0.35,20,318
deepseek-r1_prompt0_debate30_3,1,human,agent,0.36,20,349
deepseek-r1_prompt0_debate30_4,1,human,agent,0.35,20,331
deepseek-r1_prompt0_debate30_5,1,human,agent,0.28,20,344
deepseek-r1_prompt1_debate30_1,1,human,agent,0.24,13,367
deepseek-r1_prompt1_debate30_2,1,human,agent,0.47,20,303
deepseek-r1_prompt1_debate30_3,1,human,agent,0.36,20,335
deepseek-r1_prompt1_debate30_4,1,human,agent,0.41,20,342
deepseek-r1_prompt1_debate30_5,1,human,agent,0.39,20,335
deepseek-r1_prompt2_debate30_1,1,human,agent,0.24,13,187
deepseek-r1_prompt2_debate30_2,1,human,agent,0.44,20,309
deepseek-r1_prompt2_debate30_3,1,human,agent,0.42,20,316
deepseek-r1_prompt2_debate30_4,1,human,agent,0.50,20,333
deepseek-r1_prompt2_debate30_5,1,human,agent,0.48,20,324
deepseek-r1_prompt3_debate30_1,1,human,agent,0.36,13,374
deepseek-r1_prompt3_debate30_2,1,human,agent,0.34,20,304
deepseek-r1_prompt3_debate30_3,1,human,agent,0.34,20,319
deepseek-r1_prompt3_debate30_4,1,human,agent,0.39,20,301
deepseek-r1_prompt3_debate30_5,1,human,agent,0.38,20,331
deepseek-r1_prompt4_debate30_1,1,human,agent,0.25,13,169
deepseek-r1_prompt4_debate30_2,1,human,agent,0.50,20,279
deepseek-r1_prompt4_debate30_3,1,human,agent,0.37,20,326
deepseek-r1_prompt4_debate30_4,1,human,agent,0.37,20,306
deepseek-r1_prompt4_debate30_5,1,human,agent,0.46,20,334
deepseek-r1_prompt0_debate31_1,1,human,agent,0.31,13,284
deepseek-r1_prompt0_debate31_2,1,human,agent,0.44,20,283
deepseek-r1_prompt0_debate31_3,1,human,agent,0.43,20,312
deepseek-r1_prompt0_debate31_4,1,human,agent,0.37,20,333
deepseek-r1_prompt0_debate31_5,1,human,agent,0.40,20,309
deepseek-r1_prompt1_debate31_1,1,human,agent,0.36,13,260
deepseek-r1_prompt1_debate31_2,1,human,agent,0.39,20,287
deepseek-r1_prompt1_debate31_3,1,human,agent,0.44,20,313
deepseek-r1_prompt1_debate31_4,1,human,agent,0.42,20,297
deepseek-r1_prompt1_debate31_5,1,human,agent,0.44,20,313
deepseek-r1_prompt2_debate31_1,1,human,agent,0.24,13,190
deepseek-r1_prompt2_debate31_2,1,human,agent,0.55,20,280
deepseek-r1_prompt2_debate31_3,1,human,agent,0.49,20,307
deepseek-r1_prompt2_debate31_4,1,human,agent,0.52,20,298
deepseek-r1_prompt2_debate31_5,1,human,agent,0.52,20,288
deepseek-r1_prompt3_debate31_1,1,human,agent,0.33,13,250
deepseek-r1_prompt3_debate31_2,1,human,agent,0.42,20,330
deepseek-r1_prompt3_debate31_3,1,human,agent,0.41,20,330
deepseek-r1_prompt3_debate31_4,1,human,agent,0.37,20,316
deepseek-r1_prompt3_debate31_5,1,human,agent,0.37,20,289
deepseek-r1_prompt4_debate31_1,1,human,agent,0.25,13,174
deepseek-r1_prompt4_debate31_2,1,human,agent,0.50,20,292
deepseek-r1_prompt4_debate31_3,1,human,agent,0.46,20,307
deepseek-r1_prompt4_debate31_4,1,human,agent,0.56,20,312
deepseek-r1_prompt4_debate31_5,1,human,agent,0.47,20,262
deepseek-r1_prompt0_debate32_1,1,human,agent,0.49,15,354
deepseek-r1_prompt0_debate32_2,1,human,agent,0.35,20,279
deepseek-r1_prompt0_debate32_3,1,human,agent,0.35,20,315
deepseek-r1_prompt0_debate32_4,1,human,agent,0.42,20,323
deepseek-r1_prompt0_debate32_5,1,human,agent,0.38,20,307
deepseek-r1_prompt1_debate32_1,1,human,agent,0.48,15,277
deepseek-r1_prompt1_debate32_2,1,human,agent,0.36,20,312
deepseek-r1_prompt1_debate32_3,1,human,agent,0.37,20,316
deepseek-r1_prompt1_debate32_4,1,human,agent,0.34,20,308
deepseek-r1_prompt1_debate32_5,1,human,agent,0.30,20,304
deepseek-r1_prompt2_debate32_1,1,human,agent,0.36,15,204
deepseek-r1_prompt2_debate32_2,1,human,agent,0.41,20,288
deepseek-r1_prompt2_debate32_3,1,human,agent,0.33,20,311
deepseek-r1_prompt2_debate32_4,1,human,agent,0.48,20,300
deepseek-r1_prompt2_debate32_5,1,human,agent,0.46,20,288
deepseek-r1_prompt3_debate32_1,1,human,agent,0.58,15,294
deepseek-r1_prompt3_debate32_2,1,human,agent,0.31,20,301
deepseek-r1_prompt3_debate32_3,1,human,agent,0.37,20,317
deepseek-r1_prompt3_debate32_4,1,human,agent,0.35,20,301
deepseek-r1_prompt3_debate32_5,1,human,agent,0.36,20,301
deepseek-r1_prompt4_debate32_1,1,human,agent,0.35,15,238
deepseek-r1_prompt4_debate32_2,1,human,agent,0.46,20,290
deepseek-r1_prompt4_debate32_3,1,human,agent,0.37,20,302
deepseek-r1_prompt4_debate32_4,1,human,agent,0.38,20,305
deepseek-r1_prompt4_debate32_5,1,human,agent,0.46,20,312
deepseek-r1_prompt0_debate33_1,1,human,agent,0.34,11,237
deepseek-r1_prompt0_debate33_2,1,human,agent,0.41,20,310
deepseek-r1_prompt0_debate33_3,1,human,agent,0.39,20,326
deepseek-r1_prompt0_debate33_4,1,human,agent,0.36,20,312
deepseek-r1_prompt0_debate33_5,1,human,agent,0.46,20,318
deepseek-r1_prompt1_debate33_1,1,human,agent,0.34,11,258
deepseek-r1_prompt1_debate33_2,1,human,agent,0.44,20,312
deepseek-r1_prompt1_debate33_3,1,human,agent,0.43,20,277
deepseek-r1_prompt1_debate33_4,1,human,agent,0.42,20,264
deepseek-r1_prompt1_debate33_5,1,human,agent,0.38,20,260
deepseek-r1_prompt2_debate33_1,1,human,agent,0.38,11,144
deepseek-r1_prompt2_debate33_2,1,human,agent,0.42,20,315
deepseek-r1_prompt2_debate33_3,1,human,agent,0.45,20,338
deepseek-r1_prompt2_debate33_4,1,human,agent,0.42,20,322
deepseek-r1_prompt2_debate33_5,1,human,agent,0.50,20,320
deepseek-r1_prompt3_debate33_1,1,human,agent,0.45,11,286
deepseek-r1_prompt3_debate33_2,1,human,agent,0.41,20,284
deepseek-r1_prompt3_debate33_3,1,human,agent,0.36,20,323
deepseek-r1_prompt3_debate33_4,1,human,agent,0.35,20,293
deepseek-r1_prompt3_debate33_5,1,human,agent,0.36,20,263
deepseek-r1_prompt4_debate33_1,1,human,agent,0.34,11,131
deepseek-r1_prompt4_debate33_2,1,human,agent,0.49,20,315
deepseek-r1_prompt4_debate33_3,1,human,agent,0.45,20,347
deepseek-r1_prompt4_debate33_4,1,human,agent,0.43,20,319
deepseek-r1_prompt4_debate33_5,1,human,agent,0.44,20,348
deepseek-r1_prompt0_debate34_1,1,human,agent,0.26,14,332
deepseek-r1_prompt0_debate34_2,1,human,agent,0.44,20,301
deepseek-r1_prompt0_debate34_3,1,human,agent,0.46,20,325
deepseek-r1_prompt0_debate34_4,1,human,agent,0.46,20,299
deepseek-r1_prompt0_debate34_5,1,human,agent,0.45,20,295
deepseek-r1_prompt1_debate34_1,1,human,agent,0.22,14,298
deepseek-r1_prompt1_debate34_2,1,human,agent,0.46,20,316
deepseek-r1_prompt1_debate34_3,1,human,agent,0.46,20,330
deepseek-r1_prompt1_debate34_4,1,human,agent,0.54,20,333
deepseek-r1_prompt1_debate34_5,1,human,agent,0.48,20,309
deepseek-r1_prompt2_debate34_1,1,human,agent,0.29,14,278
deepseek-r1_prompt2_debate34_2,1,human,agent,0.57,20,324
deepseek-r1_prompt2_debate34_3,1,human,agent,0.57,20,297
deepseek-r1_prompt2_debate34_4,1,human,agent,0.49,20,301
deepseek-r1_prompt2_debate34_5,1,human,agent,0.51,20,323
deepseek-r1_prompt3_debate34_1,1,human,agent,0.23,14,277
deepseek-r1_prompt3_debate34_2,1,human,agent,0.38,20,284
deepseek-r1_prompt3_debate34_3,1,human,agent,0.45,20,345
deepseek-r1_prompt3_debate34_4,1,human,agent,0.44,20,333
deepseek-r1_prompt3_debate34_5,1,human,agent,0.40,20,331
deepseek-r1_prompt4_debate34_1,1,human,agent,0.27,14,292
deepseek-r1_prompt4_debate34_2,1,human,agent,0.53,20,301
deepseek-r1_prompt4_debate34_3,1,human,agent,0.51,20,294
deepseek-r1_prompt4_debate34_4,1,human,agent,0.42,20,292
deepseek-r1_prompt4_debate34_5,1,human,agent,0.45,20,304
deepseek-r1_prompt0_debate35_1,1,human,agent,0.30,14,352
deepseek-r1_prompt0_debate35_2,1,human,agent,0.42,20,290
deepseek-r1_prompt0_debate35_3,1,human,agent,0.48,20,293
deepseek-r1_prompt0_debate35_4,1,human,agent,0.44,20,308
deepseek-r1_prompt0_debate35_5,1,human,agent,0.46,20,317
deepseek-r1_prompt1_debate35_1,1,human,agent,0.41,14,320
deepseek-r1_prompt1_debate35_2,1,human,agent,0.40,20,311
deepseek-r1_prompt1_debate35_3,1,human,agent,0.47,20,325
deepseek-r1_prompt1_debate35_4,1,human,agent,0.45,20,316
deepseek-r1_prompt1_debate35_5,1,human,agent,0.42,20,320
deepseek-r1_prompt2_debate35_1,1,human,agent,0.36,14,134
deepseek-r1_prompt2_debate35_2,1,human,agent,0.52,20,313
deepseek-r1_prompt2_debate35_3,1,human,agent,0.47,20,335
deepseek-r1_prompt2_debate35_4,1,human,agent,0.51,20,326
deepseek-r1_prompt2_debate35_5,1,human,agent,0.50,20,297
deepseek-r1_prompt3_debate35_1,1,human,agent,0.42,14,304
deepseek-r1_prompt3_debate35_2,1,human,agent,0.40,20,282
deepseek-r1_prompt3_debate35_3,1,human,agent,0.39,20,326
deepseek-r1_prompt3_debate35_4,1,human,agent,0.48,20,320
deepseek-r1_prompt3_debate35_5,1,human,agent,0.40,20,330
deepseek-r1_prompt4_debate35_1,1,human,agent,0.35,14,191
deepseek-r1_prompt4_debate35_2,1,human,agent,0.52,20,270
deepseek-r1_prompt4_debate35_3,1,human,agent,0.51,20,267
deepseek-r1_prompt4_debate35_4,1,human,agent,0.52,20,306
deepseek-r1_prompt4_debate35_5,1,human,agent,0.52,20,301
deepseek-r1_prompt0_debate36_1,1,human,agent,0.24,14,333
deepseek-r1_prompt0_debate36_2,1,human,agent,0.38,20,283
deepseek-r1_prompt0_debate36_3,1,human,agent,0.44,20,293
deepseek-r1_prompt0_debate36_4,1,human,agent,0.44,20,317
deepseek-r1_prompt0_debate36_5,1,human,agent,0.46,20,325
deepseek-r1_prompt1_debate36_1,1,human,agent,0.22,14,299
deepseek-r1_prompt1_debate36_2,1,human,agent,0.39,20,291
deepseek-r1_prompt1_debate36_3,1,human,agent,0.42,20,316
deepseek-r1_prompt1_debate36_4,1,human,agent,0.42,20,306
deepseek-r1_prompt1_debate36_5,1,human,agent,0.42,20,320
deepseek-r1_prompt2_debate36_1,1,human,agent,0.28,14,216
deepseek-r1_prompt2_debate36_2,1,human,agent,0.51,20,302
deepseek-r1_prompt2_debate36_3,1,human,agent,0.47,20,320
deepseek-r1_prompt2_debate36_4,1,human,agent,0.53,20,337
deepseek-r1_prompt2_debate36_5,1,human,agent,0.52,20,300
deepseek-r1_prompt3_debate36_1,1,human,agent,0.20,14,244
deepseek-r1_prompt3_debate36_2,1,human,agent,0.35,20,293
deepseek-r1_prompt3_debate36_3,1,human,agent,0.41,20,311
deepseek-r1_prompt3_debate36_4,1,human,agent,0.34,20,324
deepseek-r1_prompt3_debate36_5,1,human,agent,0.38,20,352
deepseek-r1_prompt4_debate36_1,1,human,agent,0.24,14,241
deepseek-r1_prompt4_debate36_2,1,human,agent,0.51,20,302
deepseek-r1_prompt4_debate36_3,1,human,agent,0.45,20,322
deepseek-r1_prompt4_debate36_4,1,human,agent,0.47,20,320
deepseek-r1_prompt4_debate36_5,1,human,agent,0.50,20,325
deepseek-r1_prompt0_debate37_1,1,human,agent,0.38,15,328
